Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Living_Area_Ratio,Basement_Area_Ratio,Garage_Area_Ratio,House_Age_Binned,Living_Area_Binned,Age_at_Sale,Years_Since_Remodel,Garage_Age,Total_Bathrooms,Total_Porch_SF,Total_SF,Has_Garage,Has_Basement,Has_Fireplace,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2316,527107240,60,RL,70.0,11207,Pave,None,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714.0,Unf,0.0,88.0,6.688354713946762,GasA,Gd,Y,SBrkr,802,709,0,7.321188556739478,1.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Fin,2.0,6.025865973825314,TA,TA,Y,95,75,0,0,0,0,,None,,0,6,2006,WD ,Normal,185000,0.13482644775586686,0.07156241634692603,0.03685196752029981,New,Large,9,9,9.0,3.5,170,7.746732907753622,1,1,1,1.010977921845751,-1.7542654094866343,1.2636514592858028,-0.19018031840271774,0.809001523306869,0.8347843776377086,-0.06407203836404755
2318,527108020,20,RL,50.0,14859,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1670.0,7.421177528595393,GasA,Ex,Y,SBrkr,1670,0,0,7.421177528595393,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,6.53813982376767,TA,TA,Y,144,60,0,0,0,0,,None,,0,8,2006,New,Partial,240000,0.1123897974291675,0.1123897974291675,0.046436503129416516,,Very_Large,0,0,0.0,2.0,204,8.114025442356757,1,1,1,3.6110360292424666,1.519338833063479,-1.0689761791874295,0.3734107131032278,-0.7726576848388923,-0.13600021984409832,-0.6244331552201556
2319,527108030,60,RL,50.0,13128,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,6.980075940561763,GasA,Ex,Y,SBrkr,1074,990,0,7.632885505395133,0.0,0.0,2,1,4,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,6.269096283706261,TA,TA,Y,0,119,0,0,0,0,,None,,0,1,2006,WD ,Normal,250000,0.15722120658135283,0.08180987202925045,0.04014320536258379,New,Very_Large,1,1,1.0,2.5,119,8.051659556841953,1,1,1,2.7915431675630176,-0.15769517129166818,0.9923231327607294,-0.357241626041479,-0.17829829793886706,-0.9726896062016812,0.009884437954184238
2320,527108040,60,RL,72.0,10463,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893.0,6.795705775173514,GasA,Ex,Y,SBrkr,901,900,0,7.496652438168283,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,6.68586094706836,TA,TA,Y,0,116,0,0,0,0,,None,,0,6,2006,WD ,Normal,239900,0.17213036414030392,0.0853483704482462,0.07645990633661474,New,Very_Large,1,1,1.0,2.5,116,7.899153483343097,1,1,1,3.064887929552007,-0.9678270842527017,0.5918639359073293,1.5830079436836912,-0.6406148963635002,-0.48882353888467694,0.41759382805883294
2326,527166030,60,RL,63.0,9084,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,935.0,6.841615476477592,GasA,Gd,Y,SBrkr,955,677,0,7.398174092970465,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2.0,6.137727054086234,TA,TA,Y,0,28,0,0,0,0,,None,,0,6,2006,WD ,Normal,176500,0.17965653896961692,0.10292822545134302,0.05085865257595773,New,Large,8,8,8.0,2.5,28,7.850882664809852,1,1,1,1.3993721934700425,-0.8556241167505907,0.7107061269866041,-0.17607596660311753,0.11021049839816816,-0.41352075179487185,-0.06828443547635682
2327,527182020,120,RL,30.0,3701,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1191.0,7.083387847625295,GasA,TA,Y,SBrkr,1204,0,0,7.094234845924755,0.0,0.0,2,0,2,1,TA,5,Typ,0,,Attchd,1987.0,RFn,2.0,6.135564891081739,TA,TA,Y,120,70,0,0,0,0,,None,,0,8,2006,WD ,Normal,130000,0.325317481761686,0.3218049175898406,0.12456092947851932,Recent,Medium,19,19,19.0,2.0,190,7.78155595923534,1,1,0,0.5633300936872102,0.3284819377594229,-0.3586805358181449,-0.15204562514345318,0.28326664958241293,-0.6566110118910973,0.858833118929797
2340,527252090,120,RL,60.0,8147,Pave,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,230.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1191.0,Unf,0.0,523.0,7.44716835960004,GasA,Ex,Y,SBrkr,1714,0,0,7.44716835960004,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,6.249975242259483,TA,TA,Y,156,55,0,0,0,0,,None,,0,8,2006,WD ,Normal,318000,0.21038419049957038,0.21038419049957038,0.06345894194181907,New,Very_Large,1,1,1.0,3.0,211,8.14002395246292,1,1,1,3.7154095102634948,1.733523850455464,-0.05884434907468115,-1.1962684250329503,0.4116517486065671,-0.30761020863781124,0.904659611705945
2349,527355060,60,RL,81.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,945.0,6.852242569051878,GasA,TA,Y,SBrkr,945,912,0,7.527255919373784,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1978.0,RFn,2.0,6.180016653652572,TA,TA,Y,400,105,0,0,0,0,,GdPrv,,0,7,2006,WD ,Normal,188900,0.17635327635327636,0.08974358974358974,0.04577397910731244,Recent,Very_Large,28,28,28.0,2.5,505,7.938445551164788,1,1,1,0.12817696326983605,0.4864742742528115,1.7007941914330678,0.5429418210468909,0.24086649269614063,-0.3844726591429027,-0.008032431041519517
2355,527375160,80,RL,81.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,0.0,127.0,6.516193076042964,GasA,TA,Y,SBrkr,1109,766,0,7.53689712956617,0.0,0.0,3,0,3,1,Gd,8,Typ,1,TA,Attchd,1975.0,RFn,2.0,6.186208623900494,TA,TA,Y,48,28,0,0,0,0,,None,,0,6,2006,WD ,Normal,184500,0.17806267806267806,0.0641025641025641,0.046058879392212725,Moderate,Very_Large,31,6,31.0,3.0,76,7.844240718141811,1,1,1,0.8711975196044227,-0.5078478066590961,2.5990990496808055,-0.22536820458551923,-0.6084906955184266,1.020041256608042,-0.5847145920681739
2356,527376090,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788.0,Unf,0.0,268.0,6.963189985870238,GasA,Ex,Y,SBrkr,1074,0,0,6.980075940561763,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1975.0,RFn,2.0,6.206575926724928,TA,TA,Y,0,88,0,0,0,0,,MnPrv,,0,7,2006,WD ,Normal,153500,0.1059171597633136,0.10414201183431952,0.04881656804733728,Moderate,Small,31,31,31.0,2.5,88,7.664346632098617,1,1,0,-1.63699139379529,0.02718333483418963,-0.804761843108604,0.7499570465851857,0.5699045468236947,1.0103623145446758,0.10451044440268707
2359,527378010,20,RL,80.0,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,ALQ,755.0,Unf,0.0,348.0,7.00669522683704,GasA,TA,Y,SBrkr,1103,0,0,7.00669522683704,0.0,0.0,2,0,3,1,TA,6,Typ,0,,Attchd,1974.0,Unf,2.0,6.137727054086234,TA,TA,Y,295,84,0,0,0,0,,GdWo,,0,6,2006,WD ,Normal,155000,0.1103,0.1103,0.0462,Moderate,Small,32,32,32.0,2.0,379,7.699389406256737,1,1,0,-1.0942394895932808,0.3370209995397079,-0.2400118169510766,0.398749741366005,0.4707029554811915,0.2459383392164375,-0.035447766663475794
2361,527402380,20,RL,71.0,9353,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,864.0,6.762729506931879,GasA,Gd,Y,SBrkr,864,0,0,6.762729506931879,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,Unf,1.0,5.638354669333745,TA,TA,Y,0,0,0,0,0,0,,None,Shed,0,7,2006,Oth,Abnorml,116050,0.092376777504544,0.092376777504544,0.029936918635731852,Moderate,Small,36,36,34.0,1.0,0,7.455298485683291,1,1,0,-4.169435288948324,-1.0842007982595996,-1.4925498426401969,-0.6486062639467973,0.42800835434895396,-0.3924046343507328,-0.766808711203034
2376,527452310,85,RL,68.0,7838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,769.0,Unf,0.0,95.0,6.762729506931879,GasA,TA,Y,SBrkr,900,0,0,6.803505257608338,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1967.0,RFn,1.0,5.666426688112432,TA,TA,Y,175,144,0,0,0,0,,MnWw,,0,12,2006,WD ,Normal,123000,0.11482521051288594,0.1102322020923705,0.0367440673641235,Moderate,Small,39,39,39.0,2.0,319,7.475905969367397,1,1,1,-3.8101877564517053,-0.7472435529606706,-0.6714050143530663,-0.6048215478677124,1.0470160937899342,0.19871118782664046,0.2892850151311571
2382,528106120,20,RL,110.0,16163,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1618.0,7.389563953677635,GasA,Ex,Y,SBrkr,1618,0,0,7.389563953677635,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,3.0,6.78105762593618,TA,TA,Y,0,0,0,0,0,0,,None,,0,7,2006,WD ,Normal,252000,0.10010517849409144,0.10010517849409144,0.05444533811792365,New,Large,2,2,2.0,2.0,0,8.082402253926244,1,1,1,3.7433616052927343,1.5537925479918029,-1.0459608736830432,0.9025280478535003,-0.7699452178518513,-0.34430327360607116,0.09349360167215266
2384,528112010,20,RL,108.0,12228,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1721.0,7.451241684987676,GasA,Ex,Y,SBrkr,1740,0,0,7.462214939768189,0.0,0.0,2,0,4,1,Gd,8,Typ,0,,Attchd,2006.0,RFn,3.0,6.774223886357614,TA,TA,Y,0,43,0,0,0,0,,None,,0,9,2006,New,Partial,293000,0.1422963689892051,0.14074255806346092,0.0714753025842329,,Very_Large,0,0,0.0,2.0,43,8.149601735736155,1,1,0,3.9160219738831223,1.8313344933781206,-1.146874883525841,0.7113244537261197,-0.8803895615890437,-0.012122736145011453,-0.7078212855863676
2387,528118010,60,RL,101.0,14215,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1158.0,7.055312843339752,GasA,Ex,Y,SBrkr,1158,1218,0,7.773594467360194,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3.0,6.74993119378857,TA,TA,Y,240,154,0,0,0,0,,None,,0,11,2006,New,Partial,325300,0.1671473795286669,0.08146324305311291,0.060007034822370735,New,Very_Large,1,0,1.0,3.5,394,8.170468578330674,1,1,1,4.806734373616413,0.40066152948272993,2.1221970736654354,0.9960032682265094,-0.08642363882155824,0.4548730033323627,-0.2345455534235452
2388,528118020,60,RL,108.0,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117.0,7.0192966537150445,GasA,Ex,Y,SBrkr,1132,1320,0,7.8050670442584895,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,6.539585955617669,TA,TA,Y,113,32,0,0,0,0,,None,,0,9,2006,WD ,Normal,309000,0.18273960351766283,0.0832463854523774,0.051497987777612164,New,Very_Large,2,1,2.0,3.5,145,8.180320874773685,1,1,1,4.576850655082978,0.3516753868124513,2.3955275698861676,0.7136627158356114,-0.051278724239204564,0.2825274620031531,-0.25616352809666415
2390,528120110,60,RL,80.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,6.93828448401696,GasA,Gd,Y,SBrkr,1038,1060,0,7.649216319820633,0.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,6.778784897685177,TA,TA,Y,192,52,0,0,0,0,,None,,0,3,2006,WD ,Normal,275500,0.2048828125,0.1005859375,0.0857421875,New,Very_Large,1,1,1.0,2.5,244,8.048468743668883,1,1,1,3.5801931343819366,-0.1104497667387731,0.7618080551497652,1.5512063344920908,-0.7759913332251014,-0.5300229949546708,0.10087412604910735
2391,528120140,60,RL,82.0,9942,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,Ex,TA,PConc,Ex,Gd,Av,GLQ,1290.0,Unf,0.0,316.0,7.382124365737512,GasA,Ex,Y,SBrkr,1625,466,0,7.645875825184813,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.257667587882639,TA,TA,Y,194,84,0,0,0,0,,None,,0,5,2006,New,Partial,338500,0.21031985515992757,0.16153691410179039,0.0524039428686381,New,Very_Large,1,0,1.0,3.5,278,8.21554741194707,1,1,1,4.072248602756737,1.6967574171072708,0.8742427711987509,-1.1297787185346593,0.4939029760494338,-0.09758023497720514,0.85052502686974
2394,528142060,60,RL,82.0,10672,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1054.0,6.961296045910167,GasA,Gd,Y,SBrkr,1054,1335,0,7.779048644925556,0.0,0.0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,6.511745329644728,TA,TA,Y,176,64,0,0,0,0,,None,,0,11,2006,New,Partial,298236,0.2238568215892054,0.0987631184407796,0.06296851574212893,,Very_Large,0,0,0.0,2.5,240,8.144388865547622,1,1,1,3.690678725030437,0.11172543092579804,1.2032396137348462,1.0381111037077264,-0.8250202479155334,-0.8405561877972045,-0.13785231831545838
2395,528142070,60,RL,82.0,11643,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,Gd,TA,PConc,Ex,TA,Av,GLQ,880.0,Unf,0.0,644.0,7.329749689041512,GasA,Ex,Y,SBrkr,1544,814,0,7.765993079407675,1.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,6.665683717782408,TA,TA,Y,120,34,0,0,0,0,,None,,0,8,2006,New,Partial,329900,0.2025251223911363,0.13089409945890235,0.06733659709696814,New,Very_Large,1,0,1.0,3.5,154,8.264363329731667,1,1,1,4.686902977439156,1.7044513613860253,0.9355657947316409,0.6513932590535396,-0.18719784894103111,0.5186367166034936,0.16026760379169694
2402,528172020,60,RL,74.0,10927,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546.0,Unf,0.0,512.0,6.9650803456014065,GasA,Ex,Y,SBrkr,1058,846,0,7.552237287560802,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,6.602587892189336,TA,TA,Y,179,60,0,0,0,0,,None,,0,6,2006,WD ,Normal,275000,0.17424727738629084,0.09682437997620573,0.06735609041823007,New,Very_Large,1,1,3.0,3.5,239,7.993957547573565,1,1,1,3.171426074320476,-0.3575627541388293,1.1933172761189992,0.15261348508165665,0.4028882619418362,0.26557715268982346,0.5965210070247022
2404,528174080,120,RL,43.0,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,7.21890970761906,GasA,Ex,Y,SBrkr,1364,0,0,7.21890970761906,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.184148890937483,TA,TA,Y,192,36,0,0,0,0,,None,,0,6,2006,WD ,Normal,185850,0.19342030629608623,0.19342030629608623,0.06863301191151447,New,Medium,1,1,1.0,3.0,228,7.911690520708339,1,1,1,2.4849538382494027,-0.0067858290988863324,-0.3929879881888995,-0.9162327827451663,0.564996340707128,0.48174443334542494,0.1327127507854416
2405,528180080,120,RL,48.0,5911,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,Ex,TA,PConc,Ex,TA,No,GLQ,472.0,Unf,0.0,1088.0,7.353081920515432,GasA,Ex,Y,SBrkr,1565,0,0,7.356279876550748,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.322565239927284,TA,TA,Y,196,56,0,0,0,0,,None,,0,3,2006,WD ,Normal,282500,0.26476061580104887,0.2639147352393842,0.09406191845711386,New,Large,1,1,1.0,3.0,252,8.047509510981422,1,1,1,3.4569021119296663,1.1119698612950681,-0.15239934699203905,-0.9115827861241416,0.4625182202371961,-0.23903685032102942,1.0969447251077555
2406,528181030,120,RL,48.0,6955,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,7.221835825288449,GasA,Ex,Y,SBrkr,1368,0,0,7.221835825288449,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.163314804034641,TA,TA,Y,132,35,0,0,0,0,,None,,0,9,2006,New,Partial,202500,0.19669302659956867,0.19669302659956867,0.06815240833932423,New,Medium,1,0,1.0,2.0,167,7.914617709040679,1,1,1,2.17725524468727,0.07573290913353223,-0.9220236934141836,-0.9166142103884548,-0.11851501750531054,-0.4501488786483964,-0.2854353366433916
2407,528181040,120,RL,40.0,6792,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,7.221835825288449,GasA,Ex,Y,SBrkr,1368,0,0,7.221835825288449,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,6.163314804034641,TA,TA,Y,132,35,0,0,0,0,,None,,0,3,2006,New,Partial,202665,0.20141342756183744,0.20141342756183744,0.06978798586572438,New,Medium,1,0,1.0,2.0,167,7.914617709040679,1,1,1,2.17725524468727,0.07573290913353223,-0.9220236934141836,-0.9166142103884548,-0.11851501750531054,-0.4501488786483964,-0.2854353366433916
2412,528218060,60,RL,65.0,10237,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,6.591673732008658,GasA,Ex,Y,SBrkr,728,728,0,7.284134806195205,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,5.968707559985366,TA,TA,Y,0,24,0,0,0,0,,None,,0,2,2006,New,Partial,170440,0.1422291687017681,0.07111458435088405,0.03809709875940217,New,Large,1,0,1.0,2.5,24,7.68937110752969,1,1,1,1.080147579944358,-2.5370623162404438,0.5271961578972586,-0.38785193980295946,0.04325670715792908,-0.19119843410082768,-0.4841570588463182
2413,528218080,60,RL,65.0,10237,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,738.0,6.6052979209482015,GasA,Ex,Y,SBrkr,738,754,0,7.30854279753919,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2006.0,Fin,2.0,6.089044875446846,TA,TA,Y,0,32,0,0,0,0,,None,,0,9,2006,New,Partial,169985,0.14574582397186675,0.07209143303702256,0.04298134219009475,,Large,0,0,0.0,2.5,32,7.7102051944325325,1,1,0,1.4837361053693652,-2.3550389669835403,0.5921122472611712,-0.20560535211422648,0.04630087091622401,-0.5445192661521766,0.07255227656937334
2415,528218140,60,RL,58.0,14054,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,879.0,6.779921907472252,GasA,Ex,Y,SBrkr,879,984,0,7.530479995245536,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,6.493753839851686,TA,TA,Y,100,17,0,0,0,0,,None,,0,11,2006,New,Partial,219210,0.13256012523125088,0.06254447132488972,0.046961719083534935,,Very_Large,0,0,0.0,2.5,117,7.916807490937603,1,1,1,2.8137562754694194,-1.161902166273272,0.686620484934041,1.2537346040109787,-0.6543543701511381,-0.2882419250133618,-0.2705444830720362
2416,528221010,20,RL,102.0,11660,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1326.0,7.190676034332207,GasA,Ex,Y,SBrkr,1326,0,0,7.190676034332207,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2006.0,Fin,2.0,6.059123195581797,TA,TA,Y,100,0,0,0,0,0,,None,,0,7,2006,New,Partial,174190,0.1137221269296741,0.1137221269296741,0.036620926243567754,,Medium,0,0,0.0,2.0,100,7.88344635413774,1,1,0,1.8376286725615407,-0.2719056034199093,-1.021837264103263,-1.042886397842318,-0.05301106221208234,-0.1486105626612339,-0.8669730542725854
2417,528221100,60,RL,105.0,15578,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,6.591673732008658,GasA,Gd,Y,SBrkr,728,728,0,7.284134806195205,0.0,0.0,2,1,3,1,TA,8,Typ,0,,Attchd,2006.0,RFn,2.0,6.063785208687608,TA,TA,Y,0,0,0,0,0,0,,None,,0,5,2006,New,Partial,172785,0.093465143150597,0.0467325715752985,0.027538836821158045,,Large,0,0,0.0,2.5,0,7.68937110752969,1,1,0,1.1993300549332684,-2.548521534571293,0.45797173710233796,-0.22804178601190678,0.049417248413824125,-0.1619936440993592,-0.5071705307798053
